"outcome","season","stage","match_id","home_team_goal","away_team_goal","country_name","league_name","home_buildUpPlaySpeed","home_buildUpPlayPassing","home_chanceCreationPassing","home_chanceCreationCrossing","home_chanceCreationShooting","home_defencePressure","home_defenceAggression","home_defenceTeamWidth","away_buildUpPlaySpeed","away_buildUpPlayPassing","away_chanceCreationPassing","away_chanceCreationCrossing","away_chanceCreationShooting","away_defencePressure","away_defenceAggression","away_defenceTeamWidth","home_buildUpPlayDribblingClass","home_buildUpPlayPositioningClass","home_chanceCreationPositioningClass","home_defenceDefenderLineClass","away_buildUpPlayDribblingClass","away_buildUpPlayPositioningClass","away_chanceCreationPositioningClass","away_defenceDefenderLineClass"
"A","2010/2011","27",857285,0,1,"Germany","Germany 1. Bundesliga",63,46,60,51,61,49,58,49,48,42,49,68,53,38,48,53,"1","2","2","1","1","2","2","1"
"A","2010/2011","27",857286,1,2,"Germany","Germany 1. Bundesliga",50,47,47,41,34,41,42,50,42,40,34,30,72,39,52,65,"1","2","2","1","1","2","1","1"
"H","2010/2011","27",857287,2,0,"Germany","Germany 1. Bundesliga",55,56,55,43,53,39,37,53,75,35,72,51,68,68,50,52,"1","2","2","1","1","2","1","1"
"A","2010/2011","27",857290,1,3,"Germany","Germany 1. Bundesliga",45,50,47,45,56,55,61,46,64,40,65,48,64,64,48,68,"1","2","2","1","1","2","2","1"
"H","2010/2011","28",857295,1,0,"Germany","Germany 1. Bundesliga",42,40,34,30,72,39,52,65,63,46,60,51,61,49,58,49,"1","2","1","1","1","2","2","1"
"D","2010/2011","28",857296,1,1,"Germany","Germany 1. Bundesliga",64,40,65,48,64,64,48,68,64,48,60,62,56,45,56,39,"1","2","2","1","1","2","2","1"
"H","2010/2011","28",857297,4,1,"Germany","Germany 1. Bundesliga",73,43,60,53,64,59,67,46,55,56,55,43,53,39,37,53,"1","2","2","1","1","2","2","1"
"D","2010/2011","28",857298,1,1,"Germany","Germany 1. Bundesliga",65,45,65,36,51,58,47,66,52,43,62,62,41,48,50,53,"1","2","2","1","1","2","2","1"
"D","2010/2011","28",857301,1,1,"Germany","Germany 1. Bundesliga",65,50,59,62,53,57,53,43,50,47,47,41,34,41,42,50,"1","2","2","1","1","2","2","1"
"D","2010/2011","28",857303,0,0,"Germany","Germany 1. Bundesliga",75,35,72,51,68,68,50,52,52,29,61,58,54,60,55,52,"1","2","1","1","1","2","2","1"
"H","2010/2011","28",857304,1,0,"Germany","Germany 1. Bundesliga",58,71,42,39,50,40,40,56,45,50,47,45,56,55,61,46,"1","2","2","1","1","2","2","1"
"A","2010/2011","28",857305,0,1,"Germany","Germany 1. Bundesliga",48,42,49,68,53,38,48,53,67,38,51,47,55,57,39,51,"1","2","2","1","1","2","2","1"
"A","2010/2011","28",857306,0,2,"Germany","Germany 1. Bundesliga",60,42,63,55,56,49,60,55,63,57,55,70,62,37,67,38,"1","2","2","1","1","2","2","1"
"H","2010/2011","29",857307,1,0,"Germany","Germany 1. Bundesliga",63,57,55,70,62,37,67,38,65,45,65,36,51,58,47,66,"1","2","2","1","1","2","2","1"
"H","2010/2011","29",857308,2,1,"Germany","Germany 1. Bundesliga",67,38,51,47,55,57,39,51,60,42,63,55,56,49,60,55,"1","2","2","1","1","2","2","1"
"A","2010/2011","29",857344,2,4,"Germany","Germany 1. Bundesliga",64,48,60,62,56,45,56,39,48,42,49,68,53,38,48,53,"1","2","2","1","1","2","2","1"
"D","2010/2011","29",857345,1,1,"Germany","Germany 1. Bundesliga",52,29,61,58,54,60,55,52,73,43,60,53,64,59,67,46,"1","2","2","1","1","2","2","1"
"D","2010/2011","29",857347,1,1,"Germany","Germany 1. Bundesliga",52,43,62,62,41,48,50,53,64,40,65,48,64,64,48,68,"1","2","2","1","1","2","2","1"
"H","2010/2011","29",857348,5,1,"Germany","Germany 1. Bundesliga",63,46,60,51,61,49,58,49,58,71,42,39,50,40,40,56,"1","2","2","1","1","2","2","1"
"H","2010/2011","29",857349,3,2,"Germany","Germany 1. Bundesliga",50,47,47,41,34,41,42,50,75,35,72,51,68,68,50,52,"1","2","2","1","1","2","1","1"
"H","2010/2011","29",857350,2,0,"Germany","Germany 1. Bundesliga",55,56,55,43,53,39,37,53,65,50,59,62,53,57,53,43,"1","2","2","1","1","2","2","1"
"D","2010/2011","29",857351,1,1,"Germany","Germany 1. Bundesliga",45,50,47,45,56,55,61,46,42,40,34,30,72,39,52,65,"1","2","2","1","1","2","1","1"
"D","2010/2011","3",856892,0,0,"Germany","Germany 1. Bundesliga",65,40,65,70,70,70,40,65,70,40,70,40,70,70,65,70,"1","1","1","1","1","2","2","1"
"H","2010/2011","3",856893,2,0,"Germany","Germany 1. Bundesliga",70,45,70,34,66,54,70,53,65,45,65,60,70,45,60,50,"1","2","1","2","1","2","2","1"
"D","2010/2011","3",856894,1,1,"Germany","Germany 1. Bundesliga",70,60,70,60,70,70,45,60,45,50,40,70,70,55,55,40,"1","2","2","1","1","2","2","1"
"H","2010/2011","3",856895,2,1,"Germany","Germany 1. Bundesliga",45,40,45,70,70,50,70,50,45,55,45,70,70,70,70,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","3",856896,2,0,"Germany","Germany 1. Bundesliga",70,30,70,55,55,65,70,65,65,55,55,70,70,70,45,70,"1","2","2","2","1","2","2","1"
"A","2010/2011","3",856897,0,4,"Germany","Germany 1. Bundesliga",65,45,50,70,65,55,40,65,60,35,35,70,60,65,30,45,"1","2","2","1","1","2","2","1"
"H","2010/2011","3",856898,1,0,"Germany","Germany 1. Bundesliga",55,65,65,40,60,45,55,70,60,60,50,70,70,60,70,55,"1","2","2","1","1","2","2","1"
"H","2010/2011","3",856899,2,1,"Germany","Germany 1. Bundesliga",50,30,30,70,60,55,50,50,70,30,60,70,70,65,50,60,"1","2","2","1","1","2","2","1"
"D","2010/2011","3",856900,2,2,"Germany","Germany 1. Bundesliga",55,70,65,45,65,70,70,70,70,30,70,70,70,70,60,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","30",857352,5,1,"Germany","Germany 1. Bundesliga",42,40,34,30,72,39,52,65,67,38,51,47,55,57,39,51,"1","2","1","1","1","2","2","1"
"D","2010/2011","30",857353,1,1,"Germany","Germany 1. Bundesliga",64,40,65,48,64,64,48,68,63,57,55,70,62,37,67,38,"1","2","2","1","1","2","2","1"
"H","2010/2011","30",857354,3,0,"Germany","Germany 1. Bundesliga",73,43,60,53,64,59,67,46,50,47,47,41,34,41,42,50,"1","2","2","1","1","2","2","1"
"D","2010/2011","30",857357,0,0,"Germany","Germany 1. Bundesliga",52,29,61,58,54,60,55,52,55,56,55,43,53,39,37,53,"1","2","2","1","1","2","2","1"
"D","2010/2011","30",857359,2,2,"Germany","Germany 1. Bundesliga",65,45,65,36,51,58,47,66,60,42,63,55,56,49,60,55,"1","2","2","1","1","2","2","1"
"H","2010/2011","30",857362,1,0,"Germany","Germany 1. Bundesliga",65,50,59,62,53,57,53,43,63,46,60,51,61,49,58,49,"1","2","2","1","1","2","2","1"
"H","2010/2011","30",857363,1,0,"Germany","Germany 1. Bundesliga",75,35,72,51,68,68,50,52,52,43,62,62,41,48,50,53,"1","2","1","1","1","2","2","1"
"A","2010/2011","30",857366,1,3,"Germany","Germany 1. Bundesliga",58,71,42,39,50,40,40,56,64,48,60,62,56,45,56,39,"1","2","2","1","1","2","2","1"
"A","2010/2011","30",857367,0,2,"Germany","Germany 1. Bundesliga",48,42,49,68,53,38,48,53,45,50,47,45,56,55,61,46,"1","2","2","1","1","2","2","1"
"A","2010/2011","31",857369,0,1,"Germany","Germany 1. Bundesliga",63,57,55,70,62,37,67,38,48,42,49,68,53,38,48,53,"1","2","2","1","1","2","2","1"
"H","2010/2011","31",857371,2,1,"Germany","Germany 1. Bundesliga",67,38,51,47,55,57,39,51,75,35,72,51,68,68,50,52,"1","2","2","1","1","2","1","1"
"H","2010/2011","31",857372,3,0,"Germany","Germany 1. Bundesliga",64,48,60,62,56,45,56,39,52,29,61,58,54,60,55,52,"1","2","2","1","1","2","2","1"
"H","2010/2011","31",857373,4,1,"Germany","Germany 1. Bundesliga",65,45,65,36,51,58,47,66,58,71,42,39,50,40,40,56,"1","2","2","1","1","2","2","1"
"D","2010/2011","31",857374,1,1,"Germany","Germany 1. Bundesliga",52,43,62,62,41,48,50,53,42,40,34,30,72,39,52,65,"1","2","2","1","1","2","1","1"
"H","2010/2011","31",857375,1,0,"Germany","Germany 1. Bundesliga",63,46,60,51,61,49,58,49,73,43,60,53,64,59,67,46,"1","2","2","1","1","2","2","1"
"A","2010/2011","31",857376,1,3,"Germany","Germany 1. Bundesliga",50,47,47,41,34,41,42,50,55,56,55,43,53,39,37,53,"1","2","2","1","1","2","2","1"
"D","2010/2011","31",857377,0,0,"Germany","Germany 1. Bundesliga",45,50,47,45,56,55,61,46,65,50,59,62,53,57,53,43,"1","2","2","1","1","2","2","1"
"A","2010/2011","31",857378,1,3,"Germany","Germany 1. Bundesliga",60,42,63,55,56,49,60,55,64,40,65,48,64,64,48,68,"1","2","2","1","1","2","2","1"
"H","2010/2011","32",857379,4,1,"Germany","Germany 1. Bundesliga",42,40,34,30,72,39,52,65,63,57,55,70,62,37,67,38,"1","2","1","1","1","2","2","1"
"A","2010/2011","32",857380,0,1,"Germany","Germany 1. Bundesliga",64,40,65,48,64,64,48,68,65,45,65,36,51,58,47,66,"1","2","2","1","1","2","2","1"
"H","2010/2011","32",857381,2,0,"Germany","Germany 1. Bundesliga",73,43,60,53,64,59,67,46,45,50,47,45,56,55,61,46,"1","2","2","1","1","2","2","1"
"A","2010/2011","32",857382,0,2,"Germany","Germany 1. Bundesliga",52,29,61,58,54,60,55,52,50,47,47,41,34,41,42,50,"1","2","2","1","1","2","2","1"
"H","2010/2011","32",857383,3,0,"Germany","Germany 1. Bundesliga",65,50,59,62,53,57,53,43,52,43,62,62,41,48,50,53,"1","2","2","1","1","2","2","1"
"A","2010/2011","32",857384,1,2,"Germany","Germany 1. Bundesliga",75,35,72,51,68,68,50,52,64,48,60,62,56,45,56,39,"1","2","1","1","1","2","2","1"
"H","2010/2011","32",857385,2,0,"Germany","Germany 1. Bundesliga",58,71,42,39,50,40,40,56,67,38,51,47,55,57,39,51,"1","2","2","1","1","2","2","1"
"A","2010/2011","32",857386,0,1,"Germany","Germany 1. Bundesliga",55,56,55,43,53,39,37,53,63,46,60,51,61,49,58,49,"1","2","2","1","1","2","2","1"
"H","2010/2011","32",857388,2,0,"Germany","Germany 1. Bundesliga",48,42,49,68,53,38,48,53,60,42,63,55,56,49,60,55,"1","2","2","1","1","2","2","1"
"A","2010/2011","33",857392,1,3,"Germany","Germany 1. Bundesliga",63,57,55,70,62,37,67,38,65,50,59,62,53,57,53,43,"1","2","2","1","1","2","2","1"
"H","2010/2011","33",857393,2,0,"Germany","Germany 1. Bundesliga",64,40,65,48,64,64,48,68,73,43,60,53,64,59,67,46,"1","2","2","1","1","2","2","1"
"D","2010/2011","33",857395,1,1,"Germany","Germany 1. Bundesliga",67,38,51,47,55,57,39,51,52,29,61,58,54,60,55,52,"1","2","2","1","1","2","2","1"
"H","2010/2011","33",857397,2,1,"Germany","Germany 1. Bundesliga",64,48,60,62,56,45,56,39,55,56,55,43,53,39,37,53,"1","2","2","1","1","2","2","1"
"A","2010/2011","33",857398,1,2,"Germany","Germany 1. Bundesliga",65,45,65,36,51,58,47,66,48,42,49,68,53,38,48,53,"1","2","2","1","1","2","2","1"
"A","2010/2011","33",857401,0,2,"Germany","Germany 1. Bundesliga",52,43,62,62,41,48,50,53,58,71,42,39,50,40,40,56,"1","2","2","1","1","2","2","1"
"H","2010/2011","33",857403,2,0,"Germany","Germany 1. Bundesliga",63,46,60,51,61,49,58,49,50,47,47,41,34,41,42,50,"1","2","2","1","1","2","2","1"
"A","2010/2011","33",857404,1,2,"Germany","Germany 1. Bundesliga",45,50,47,45,56,55,61,46,75,35,72,51,68,68,50,52,"1","2","2","1","1","2","1","1"
"A","2010/2011","33",857405,1,8,"Germany","Germany 1. Bundesliga",60,42,63,55,56,49,60,55,42,40,34,30,72,39,52,65,"1","2","2","1","1","2","1","1"
"H","2010/2011","34",857406,2,1,"Germany","Germany 1. Bundesliga",42,40,34,30,72,39,52,65,64,48,60,62,56,45,56,39,"1","2","1","1","1","2","2","1"
"A","2010/2011","34",857407,1,3,"Germany","Germany 1. Bundesliga",75,35,72,51,68,68,50,52,65,45,65,36,51,58,47,66,"1","2","1","1","1","2","2","1"
"H","2010/2011","34",857408,3,1,"Germany","Germany 1. Bundesliga",55,56,55,43,53,39,37,53,45,50,47,45,56,55,61,46,"1","2","2","1","1","2","2","1"
"H","2010/2011","34",857409,3,1,"Germany","Germany 1. Bundesliga",73,43,60,53,64,59,67,46,52,43,62,62,41,48,50,53,"1","2","2","1","1","2","2","1"
"D","2010/2011","34",857410,1,1,"Germany","Germany 1. Bundesliga",52,29,61,58,54,60,55,52,63,46,60,51,61,49,58,49,"1","2","2","1","1","2","2","1"
"H","2010/2011","34",857411,2,1,"Germany","Germany 1. Bundesliga",65,50,59,62,53,57,53,43,60,42,63,55,56,49,60,55,"1","2","2","1","1","2","2","1"
"H","2010/2011","34",857413,2,1,"Germany","Germany 1. Bundesliga",58,71,42,39,50,40,40,56,63,57,55,70,62,37,67,38,"1","2","2","1","1","2","2","1"
"A","2010/2011","34",857415,0,1,"Germany","Germany 1. Bundesliga",50,47,47,41,34,41,42,50,67,38,51,47,55,57,39,51,"1","2","2","1","1","2","2","1"
"H","2010/2011","34",857417,3,2,"Germany","Germany 1. Bundesliga",48,42,49,68,53,38,48,53,64,40,65,48,64,64,48,68,"1","2","2","1","1","2","2","1"
"D","2010/2011","4",856901,0,0,"Germany","Germany 1. Bundesliga",65,40,65,70,70,70,40,65,55,65,65,40,60,45,55,70,"1","1","1","1","1","2","2","1"
"A","2010/2011","4",856902,1,3,"Germany","Germany 1. Bundesliga",65,55,55,70,70,70,45,70,70,45,70,34,66,54,70,53,"1","2","2","1","1","2","1","2"
"A","2010/2011","4",856903,0,2,"Germany","Germany 1. Bundesliga",70,40,70,40,70,70,65,70,45,40,45,70,70,50,70,50,"1","2","2","1","1","2","2","1"
"D","2010/2011","4",856904,0,0,"Germany","Germany 1. Bundesliga",70,30,70,70,70,70,60,70,45,50,40,70,70,55,55,40,"1","2","2","1","1","2","2","1"
"H","2010/2011","4",856905,7,0,"Germany","Germany 1. Bundesliga",70,30,60,70,70,65,50,60,65,45,50,70,65,55,40,65,"1","2","2","1","1","2","2","1"
"H","2010/2011","4",856906,2,0,"Germany","Germany 1. Bundesliga",65,45,65,60,70,45,60,50,55,70,65,45,65,70,70,70,"1","2","2","1","1","2","2","1"
"A","2010/2011","4",856907,0,1,"Germany","Germany 1. Bundesliga",60,35,35,70,60,65,30,45,50,30,30,70,60,55,50,50,"1","2","2","1","1","2","2","1"
"D","2010/2011","4",856908,2,2,"Germany","Germany 1. Bundesliga",45,55,45,70,70,70,70,70,70,30,70,55,55,65,70,65,"1","2","2","1","1","2","2","2"
"D","2010/2011","4",856909,1,1,"Germany","Germany 1. Bundesliga",60,60,50,70,70,60,70,55,70,60,70,60,70,70,45,60,"1","2","2","1","1","2","2","1"
"H","2010/2011","5",856910,2,1,"Germany","Germany 1. Bundesliga",70,30,70,70,70,70,60,70,60,35,35,70,60,65,30,45,"1","2","2","1","1","2","2","1"
"H","2010/2011","5",856911,5,0,"Germany","Germany 1. Bundesliga",70,45,70,34,66,54,70,53,45,55,45,70,70,70,70,70,"1","2","1","2","1","2","2","1"
"A","2010/2011","5",856912,1,3,"Germany","Germany 1. Bundesliga",70,60,70,60,70,70,45,60,65,45,65,60,70,45,60,50,"1","2","2","1","1","2","2","1"
"H","2010/2011","5",856913,2,0,"Germany","Germany 1. Bundesliga",45,40,45,70,70,50,70,50,55,65,65,40,60,45,55,70,"1","2","2","1","1","2","2","1"
"A","2010/2011","5",856914,1,2,"Germany","Germany 1. Bundesliga",70,30,70,55,55,65,70,65,65,40,65,70,70,70,40,65,"1","2","2","2","1","1","1","1"
"A","2010/2011","5",856915,1,2,"Germany","Germany 1. Bundesliga",65,45,50,70,65,55,40,65,60,60,50,70,70,60,70,55,"1","2","2","1","1","2","2","1"
"A","2010/2011","5",856916,1,2,"Germany","Germany 1. Bundesliga",50,30,30,70,60,55,50,50,65,55,55,70,70,70,45,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","5",856917,4,1,"Germany","Germany 1. Bundesliga",55,70,65,45,65,70,70,70,70,40,70,40,70,70,65,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","5",856918,2,1,"Germany","Germany 1. Bundesliga",45,50,40,70,70,55,55,40,70,30,60,70,70,65,50,60,"1","2","2","1","1","2","2","1"
"A","2010/2011","6",856919,1,2,"Germany","Germany 1. Bundesliga",65,40,65,70,70,70,40,65,45,40,45,70,70,50,70,50,"1","1","1","1","1","2","2","1"
"D","2010/2011","6",856920,2,2,"Germany","Germany 1. Bundesliga",65,55,55,70,70,70,45,70,65,45,50,70,65,55,40,65,"1","2","2","1","1","2","2","1"
"H","2010/2011","6",856921,3,2,"Germany","Germany 1. Bundesliga",70,40,70,40,70,70,65,70,70,60,70,60,70,70,45,60,"1","2","2","1","1","2","2","1"
"A","2010/2011","6",856922,1,4,"Germany","Germany 1. Bundesliga",70,30,60,70,70,65,50,60,70,30,70,70,70,70,60,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","6",856923,2,1,"Germany","Germany 1. Bundesliga",65,45,65,60,70,45,60,50,50,30,30,70,60,55,50,50,"1","2","2","1","1","2","2","1"
"H","2010/2011","6",856924,2,0,"Germany","Germany 1. Bundesliga",60,35,35,70,60,65,30,45,45,50,40,70,70,55,55,40,"1","2","2","1","1","2","2","1"
"D","2010/2011","6",856925,1,1,"Germany","Germany 1. Bundesliga",55,65,65,40,60,45,55,70,70,30,70,55,55,65,70,65,"1","2","2","1","1","2","2","2"
"A","2010/2011","6",856926,0,1,"Germany","Germany 1. Bundesliga",45,55,45,70,70,70,70,70,55,70,65,45,65,70,70,70,"1","2","2","1","1","2","2","1"
"A","2010/2011","6",856927,1,3,"Germany","Germany 1. Bundesliga",60,60,50,70,70,60,70,55,70,45,70,34,66,54,70,53,"1","2","2","1","1","2","1","2"
"D","2010/2011","7",856928,2,2,"Germany","Germany 1. Bundesliga",70,30,70,70,70,70,60,70,70,40,70,40,70,70,65,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","7",856929,2,0,"Germany","Germany 1. Bundesliga",70,45,70,34,66,54,70,53,65,40,65,70,70,70,40,65,"1","2","1","2","1","1","1","1"
"A","2010/2011","7",856930,1,2,"Germany","Germany 1. Bundesliga",70,30,60,70,70,65,50,60,60,35,35,70,60,65,30,45,"1","2","2","1","1","2","2","1"
"H","2010/2011","7",856931,2,1,"Germany","Germany 1. Bundesliga",70,60,70,60,70,70,45,60,45,55,45,70,70,70,70,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","7",856932,4,2,"Germany","Germany 1. Bundesliga",45,40,45,70,70,50,70,50,70,30,70,55,55,65,70,65,"1","2","2","1","1","2","2","2"
"D","2010/2011","7",856933,1,1,"Germany","Germany 1. Bundesliga",65,45,50,70,65,55,40,65,65,45,65,60,70,45,60,50,"1","2","2","1","1","2","2","1"
"H","2010/2011","7",856934,3,2,"Germany","Germany 1. Bundesliga",50,30,30,70,60,55,50,50,55,65,65,40,60,45,55,70,"1","2","2","1","1","2","2","1"
"A","2010/2011","7",856935,0,1,"Germany","Germany 1. Bundesliga",55,70,65,45,65,70,70,70,60,60,50,70,70,60,70,55,"1","2","2","1","1","2","2","1"
"H","2010/2011","7",856936,2,1,"Germany","Germany 1. Bundesliga",45,50,40,70,70,55,55,40,65,55,55,70,70,70,45,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","8",856937,3,0,"Germany","Germany 1. Bundesliga",65,40,65,70,70,70,40,65,55,70,65,45,65,70,70,70,"1","1","1","1","1","2","2","1"
"D","2010/2011","8",856938,2,2,"Germany","Germany 1. Bundesliga",65,55,55,70,70,70,45,70,70,30,60,70,70,65,50,60,"1","2","2","1","1","2","2","1"
"H","2010/2011","8",856939,2,1,"Germany","Germany 1. Bundesliga",70,40,70,40,70,70,65,70,50,30,30,70,60,55,50,50,"1","2","2","1","1","2","2","1"
"A","2010/2011","8",856940,2,3,"Germany","Germany 1. Bundesliga",65,45,65,60,70,45,60,50,70,30,70,70,70,70,60,70,"1","2","2","1","1","2","2","1"
"A","2010/2011","8",856941,0,1,"Germany","Germany 1. Bundesliga",45,40,45,70,70,50,70,50,70,60,70,60,70,70,45,60,"1","2","2","1","1","2","2","1"
"H","2010/2011","8",856942,3,2,"Germany","Germany 1. Bundesliga",70,30,70,55,55,65,70,65,65,45,50,70,65,55,40,65,"1","2","2","2","1","2","2","1"
"A","2010/2011","8",856943,1,2,"Germany","Germany 1. Bundesliga",55,65,65,40,60,45,55,70,70,45,70,34,66,54,70,53,"1","2","2","1","1","2","1","2"
"A","2010/2011","8",856944,0,3,"Germany","Germany 1. Bundesliga",45,55,45,70,70,70,70,70,60,35,35,70,60,65,30,45,"1","2","2","1","1","2","2","1"
"H","2010/2011","8",856945,3,2,"Germany","Germany 1. Bundesliga",60,60,50,70,70,60,70,55,45,50,40,70,70,55,55,40,"1","2","2","1","1","2","2","1"
"A","2010/2011","9",856946,0,1,"Germany","Germany 1. Bundesliga",70,30,70,70,70,70,60,70,45,40,45,70,70,50,70,50,"1","2","2","1","1","2","2","1"
"D","2010/2011","9",856947,1,1,"Germany","Germany 1. Bundesliga",70,45,70,34,66,54,70,53,70,30,70,55,55,65,70,65,"1","2","1","2","1","2","2","2"
"H","2010/2011","9",856948,2,0,"Germany","Germany 1. Bundesliga",70,30,60,70,70,65,50,60,60,60,50,70,70,60,70,55,"1","2","2","1","1","2","2","1"
"D","2010/2011","9",856949,0,0,"Germany","Germany 1. Bundesliga",70,60,70,60,70,70,45,60,65,40,65,70,70,70,40,65,"1","2","2","1","1","1","1","1"
"D","2010/2011","9",856950,0,0,"Germany","Germany 1. Bundesliga",60,35,35,70,60,65,30,45,65,55,55,70,70,70,45,70,"1","2","2","1","1","2","2","1"
"A","2010/2011","9",856951,1,4,"Germany","Germany 1. Bundesliga",65,45,50,70,65,55,40,65,70,40,70,40,70,70,65,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","9",856952,2,1,"Germany","Germany 1. Bundesliga",50,30,30,70,60,55,50,50,45,55,45,70,70,70,70,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","9",856953,2,1,"Germany","Germany 1. Bundesliga",55,70,65,45,65,70,70,70,55,65,65,40,60,45,55,70,"1","2","2","1","1","2","2","1"
"H","2010/2011","9",856954,2,1,"Germany","Germany 1. Bundesliga",45,50,40,70,70,55,55,40,65,45,65,60,70,45,60,50,"1","2","2","1","1","2","2","1"
"H","2011/2012","1",1029757,3,1,"Germany","Germany 1. Bundesliga",73,43,60,53,64,59,67,46,52,29,61,58,54,60,55,52,"1","2","2","1","1","2","2","1"
"H","2011/2012","1",1029758,2,0,"Germany","Germany 1. Bundesliga",64,40,65,48,64,64,48,68,48,42,49,68,53,38,48,53,"1","2","2","1","1","2","2","1"
"H","2011/2012","1",1029759,2,1,"Germany","Germany 1. Bundesliga",55,56,55,43,53,39,37,53,75,35,72,51,68,68,50,52,"1","2","2","1","1","2","1","1"
"H","2011/2012","1",1029760,2,0,"Germany","Germany 1. Bundesliga",65,50,59,62,53,57,53,43,67,38,51,47,55,57,39,51,"1","2","2","1","1","2","2","1"
"H","2011/2012","1",1029761,3,0,"Germany","Germany 1. Bundesliga",64,48,60,62,56,45,56,39,63,57,55,70,62,37,67,38,"1","2","2","1","1","2","2","1"
"A","2011/2012","1",1029762,0,3,"Germany","Germany 1. Bundesliga",58,71,42,39,50,40,40,56,65,45,65,36,51,58,47,66,"1","2","2","1","1","2","2","1"
"D","2011/2012","1",1029763,2,2,"Germany","Germany 1. Bundesliga",68,40,52,64,72,59,49,42,50,47,47,41,34,41,42,50,"1","2","2","1","1","2","2","1"
"A","2011/2012","1",1029764,0,1,"Germany","Germany 1. Bundesliga",59,43,56,50,66,50,43,55,45,50,47,45,56,55,61,46,"1","2","2","1","1","2","2","1"
"A","2011/2012","1",1029765,0,1,"Germany","Germany 1. Bundesliga",42,40,34,30,72,39,52,65,63,46,60,51,61,49,58,49,"1","2","1","1","1","2","2","1"
"H","2011/2012","10",1029968,5,0,"Germany","Germany 1. Bundesliga",73,43,60,53,64,59,67,46,58,71,42,39,50,40,40,56,"1","2","2","1","1","2","2","1"
"A","2011/2012","10",1029969,0,1,"Germany","Germany 1. Bundesliga",67,38,51,47,55,57,39,51,63,57,55,70,62,37,67,38,"1","2","2","1","1","2","2","1"
"D","2011/2012","10",1029971,1,1,"Germany","Germany 1. Bundesliga",52,29,61,58,54,60,55,52,65,45,65,36,51,58,47,66,"1","2","2","1","1","2","2","1"
"H","2011/2012","10",1029974,2,1,"Germany","Germany 1. Bundesliga",55,56,55,43,53,39,37,53,42,40,34,30,72,39,52,65,"1","2","2","1","1","2","1","1"
"D","2011/2012","10",1029976,2,2,"Germany","Germany 1. Bundesliga",45,50,47,45,56,55,61,46,64,48,60,62,56,45,56,39,"1","2","2","1","1","2","2","1"
"H","2011/2012","10",1029980,1,0,"Germany","Germany 1. Bundesliga",48,42,49,68,53,38,48,53,50,47,47,41,34,41,42,50,"1","2","2","1","1","2","2","1"
"H","2011/2012","10",1029982,1,0,"Germany","Germany 1. Bundesliga",75,35,72,51,68,68,50,52,63,46,60,51,61,49,58,49,"1","2","1","1","1","2","2","1"
"D","2011/2012","10",1029984,1,1,"Germany","Germany 1. Bundesliga",68,40,52,64,72,59,49,42,64,40,65,48,64,64,48,68,"1","2","2","1","1","2","2","1"
"D","2011/2012","10",1029987,0,0,"Germany","Germany 1. Bundesliga",59,43,56,50,66,50,43,55,65,50,59,62,53,57,53,43,"1","2","2","1","1","2","2","1"
"H","2011/2012","11",1029990,4,0,"Germany","Germany 1. Bundesliga",42,40,34,30,72,39,52,65,45,50,47,45,56,55,61,46,"1","2","1","1","1","2","2","1"
"H","2011/2012","11",1029992,3,1,"Germany","Germany 1. Bundesliga",63,57,55,70,62,37,67,38,75,35,72,51,68,68,50,52,"1","2","2","1","1","2","1","1"
"D","2011/2012","11",1029995,1,1,"Germany","Germany 1. Bundesliga",52,29,61,58,54,60,55,52,48,42,49,68,53,38,48,53,"1","2","2","1","1","2","2","1"
"A","2011/2012","11",1029997,1,3,"Germany","Germany 1. Bundesliga",65,50,59,62,53,57,53,43,64,40,65,48,64,64,48,68,"1","2","2","1","1","2","2","1"
"A","2011/2012","11",1030000,0,1,"Germany","Germany 1. Bundesliga",50,47,47,41,34,41,42,50,67,38,51,47,55,57,39,51,"1","2","2","1","1","2","2","1"
"D","2011/2012","11",1030004,1,1,"Germany","Germany 1. Bundesliga",64,48,60,62,56,45,56,39,73,43,60,53,64,59,67,46,"1","2","2","1","1","2","2","1"
"H","2011/2012","11",1030008,3,0,"Germany","Germany 1. Bundesliga",58,71,42,39,50,40,40,56,68,40,52,64,72,59,49,42,"1","2","2","1","1","2","2","1"
"A","2011/2012","11",1030011,2,3,"Germany","Germany 1. Bundesliga",65,45,65,36,51,58,47,66,59,43,56,50,66,50,43,55,"1","2","2","1","1","2","2","1"
"H","2011/2012","11",1030013,2,1,"Germany","Germany 1. Bundesliga",63,46,60,51,61,49,58,49,55,56,55,43,53,39,37,53,"1","2","2","1","1","2","2","1"
"H","2011/2012","12",1030020,5,1,"Germany","Germany 1. Bundesliga",73,43,60,53,64,59,67,46,65,45,65,36,51,58,47,66,"1","2","2","1","1","2","2","1"
